binding_energy_eV,intensity_cps
292.0,692.33
291.95,706.77
291.9,771.35
291.85,736.53
291.8,779.34
291.75,813.26
291.7,826.24
291.65,789.59
291.6,837.11
291.55,822.23
291.5,859.24
291.45,962.26
291.4,901.25
291.35,891.55
291.3,878.29
291.25,1004.11
291.2,1002.5
291.15,1016.62
291.1,1034.42
291.05,1053.99
291.0,1032.7
290.95,1118.27
290.9,1069.47
290.85,1118.09
290.8,1228.23
290.75,1225.32
290.7,1247.6
290.65,1299.25
290.6,1200.52
290.55,1240.4
290.5,1344.84
290.45,1318.78
290.4,1454.62
290.35,1485.31
290.3,1518.98
290.25,1445.76
290.2,1596.98
290.15,1721.25
290.1,1775.0
290.05,1853.55
290.0,1887.65
289.95,1962.58
289.9,2178.4
289.85,2280.42
289.8,2529.94
289.75,2607.23
289.7,2856.92
289.65,3105.71
289.6,3382.77
289.55,3581.58
289.5,3968.62
289.45,4412.5
289.4,4566.63
289.35,5363.32
289.3,5652.67
289.25,6273.17
289.2,6838.04
289.15,7516.23
289.1,7960.13
289.05,8750.09
289.0,9583.78
288.95,10096.23
288.9,10796.06
288.85,11513.25
288.8,12156.45
288.75,12988.07
288.7,13504.22
288.65,14023.68
288.6,14319.62
288.55,15053.75
288.5,14867.99
288.45,15087.2
288.4,15346.56
288.35,15425.64
288.3,15785.41
288.25,15260.03
288.2,15274.98
288.15,15883.87
288.1,15337.1
288.05,15226.43
288.0,15039.08
287.95,14918.04
287.9,14526.41
287.85,14774.38
287.8,14730.11
287.75,14713.21
287.7,14814.26
287.65,14930.82
287.6,14751.47
287.55,15136.48
287.5,15063.88
287.45,15512.93
287.4,15702.98
287.35,16346.72
287.3,17005.52
287.25,17748.48
287.2,18575.82
287.15,19216.05
287.1,20322.38
287.05,21577.56
287.0,22667.92
286.95,24491.22
286.9,26493.88
286.85,27717.43
286.8,29571.31
286.75,31606.56
286.7,33478.11
286.65,35534.45
286.6,37647.52
286.55,39443.69
286.5,41007.17
286.45,42321.78
286.4,44184.79
286.35,45312.53
286.3,46479.74
286.25,47145.33
286.2,47698.62
286.15,48468.62
286.1,48751.05
286.05,49020.7
286.0,49897.13
285.95,50215.68
285.9,50651.44
285.85,50537.75
285.8,52097.93
285.75,52975.03
285.7,53950.31
285.65,55171.42
285.6,55810.73
285.55,58152.35
285.5,60275.32
285.45,63218.37
285.4,65253.94
285.35,68278.99
285.3,70561.41
285.25,73411.31
285.2,76196.92
285.15,80381.25
285.1,83054.6
285.05,86031.87
285.0,89268.6
284.95,91814.9
284.9,93369.12
284.85,96130.23
284.8,97887.25
284.75,98670.95
284.7,100991.92
284.65,100868.45
284.6,101265.92
284.55,102463.41
284.5,102019.57
284.45,100853.61
284.4,100759.17
284.35,100405.71
284.3,99750.66
284.25,99059.33
284.2,98482.21
284.15,96816.86
284.1,96685.9
284.05,95451.4
284.0,94975.62
283.95,93957.24
283.9,93178.72
283.85,92595.19
283.8,92476.79
283.75,91927.19
283.7,91299.28
283.65,90395.32
283.6,90004.96
283.55,89655.07
283.5,89819.47
283.45,89136.08
283.4,89581.22
283.35,89430.84
283.3,88997.15
283.25,89190.77
283.2,88530.94
283.15,88887.77
283.1,89300.52
283.05,89219.01
283.0,89360.74
282.95,88629.88
282.9,88993.95
282.85,88658.29
282.8,88596.65
282.75,88717.52
282.7,89423.3
282.65,88476.25
282.6,88349.4
282.55,88210.51
282.5,88702.01
282.45,89278.86
282.4,89051.54
282.35,88567.62
282.3,89360.74
282.25,88830.5
282.2,89821.05
282.15,89161.61
282.1,89071.94
282.05,88352.82
282.0,88757.9
