binding_energy_eV,intensity_cps
292.0,666.03
291.95,674.87
291.9,613.58
291.85,641.92
291.8,691.24
291.75,602.1
291.7,703.53
291.65,641.44
291.6,664.03
291.55,685.34
291.5,668.89
291.45,690.68
291.4,753.9
291.35,766.23
291.3,787.3
291.25,698.96
291.2,749.42
291.15,770.47
291.1,740.91
291.05,828.97
291.0,774.23
290.95,850.8
290.9,862.7
290.85,887.81
290.8,830.46
290.75,875.07
290.7,935.51
290.65,914.27
290.6,955.26
290.55,991.19
290.5,1016.35
290.45,1011.89
290.4,1090.53
290.35,1146.55
290.3,1236.27
290.25,1200.93
290.2,1390.1
290.15,1476.02
290.1,1588.96
290.05,1740.19
290.0,1886.8
289.95,2020.08
289.9,2168.93
289.85,2440.49
289.8,2689.11
289.75,2940.68
289.7,3279.74
289.65,3726.07
289.6,4000.07
289.55,4367.77
289.5,4787.44
289.45,5427.85
289.4,5991.55
289.35,6432.48
289.3,7074.44
289.25,7712.08
289.2,8302.79
289.15,8916.51
289.1,9345.31
289.05,10113.51
289.0,10657.62
288.95,11277.48
288.9,12112.87
288.85,12154.1
288.8,12682.79
288.75,12704.61
288.7,13436.84
288.65,13521.89
288.6,13434.48
288.55,13434.85
288.5,13063.52
288.45,12949.53
288.4,12428.07
288.35,12409.59
288.3,11826.22
288.25,11365.15
288.2,10930.73
288.15,10234.19
288.1,9963.77
288.05,9199.66
288.0,8775.78
287.95,8417.24
287.9,7838.98
287.85,7542.36
287.8,7353.35
287.75,6882.51
287.7,6648.79
287.65,6575.71
287.6,6460.56
287.55,6656.43
287.5,6763.82
287.45,6971.59
287.4,7242.96
287.35,7688.96
287.3,8308.62
287.25,8822.61
287.2,9683.33
287.15,10506.89
287.1,11413.72
287.05,12507.34
287.0,13491.16
286.95,14875.13
286.9,16098.42
286.85,17049.92
286.8,18467.08
286.75,19715.61
286.7,20660.95
286.65,21983.24
286.6,22723.72
286.55,23486.82
286.5,24150.81
286.45,24525.73
286.4,24776.3
286.35,24980.02
286.3,24729.5
286.25,24193.49
286.2,23733.34
286.15,23112.13
286.1,22594.02
286.05,21617.71
286.0,21248.89
285.95,20155.91
285.9,19500.95
285.85,18967.83
285.8,18834.45
285.75,18265.74
285.7,18235.56
285.65,18305.49
285.6,18265.21
285.55,18856.08
285.5,19339.13
285.45,20188.57
285.4,21427.85
285.35,22329.63
285.3,23831.9
285.25,25129.4
285.2,26467.25
285.15,28403.21
285.1,30298.09
285.05,31746.27
285.0,32992.98
284.95,34612.43
284.9,35504.06
284.85,36660.07
284.8,37374.24
284.75,37637.46
284.7,37379.22
284.65,37494.07
284.6,36465.21
284.55,35220.23
284.5,34326.57
284.45,32677.71
284.4,30988.18
284.35,29494.97
284.3,27511.2
284.25,25665.99
284.2,24065.29
284.15,22524.7
284.1,20819.53
284.05,19425.85
284.0,17866.88
283.95,16634.46
283.9,15110.71
283.85,14087.34
283.8,13333.33
283.75,12397.85
283.7,11407.33
283.65,10872.07
283.6,10070.73
283.55,9665.07
283.5,8991.07
283.45,8697.66
283.4,8474.71
283.35,8194.25
283.3,7859.46
283.25,7626.62
283.2,7635.32
283.15,7544.87
283.1,7328.89
283.05,7196.44
283.0,7040.58
282.95,7025.03
282.9,6777.73
282.85,6784.91
282.8,6662.05
282.75,6513.82
282.7,6507.42
282.65,6433.17
282.6,6586.15
282.55,6426.24
282.5,6336.61
282.45,6414.91
282.4,6421.87
282.35,6338.16
282.3,6312.0
282.25,6216.78
282.2,6286.68
282.15,6266.93
282.1,6112.0
282.05,6007.68
282.0,6168.42
