binding_energy_eV,intensity_cps
292.0,897.63
291.95,879.4
291.9,936.77
291.85,915.72
291.8,1032.56
291.75,994.87
291.7,874.43
291.65,994.5
291.6,918.9
291.55,1003.95
291.5,1033.07
291.45,1096.66
291.4,1002.72
291.35,954.06
291.3,1078.02
291.25,1129.22
291.2,1045.83
291.15,1162.36
291.1,1238.65
291.05,1232.47
291.0,1274.94
290.95,1194.19
290.9,1374.81
290.85,1160.19
290.8,1379.85
290.75,1517.15
290.7,1591.06
290.65,1528.67
290.6,1565.96
290.55,1765.41
290.5,1803.8
290.45,1980.61
290.4,1992.34
290.35,2109.71
290.3,2231.09
290.25,2486.65
290.2,2509.74
290.15,2667.94
290.1,3035.59
290.05,3286.27
290.0,3544.28
289.95,3971.44
289.9,4136.69
289.85,4498.44
289.8,4874.84
289.75,5573.66
289.7,6143.94
289.65,6587.3
289.6,6984.46
289.55,7894.96
289.5,8769.53
289.45,9090.47
289.4,9856.29
289.35,10437.6
289.3,11054.14
289.25,11531.43
289.2,12283.31
289.15,13166.08
289.1,13532.81
289.05,14290.78
289.0,14453.27
288.95,14884.99
288.9,15386.55
288.85,15188.75
288.8,14753.1
288.75,15058.33
288.7,14508.39
288.65,14237.1
288.6,13872.33
288.55,13257.06
288.5,12930.35
288.45,12530.76
288.4,12017.03
288.35,10959.55
288.3,10615.2
288.25,10125.57
288.2,9331.31
288.15,8895.48
288.1,8701.57
288.05,8279.7
288.0,7761.69
287.95,7234.36
287.9,7148.47
287.85,6969.79
287.8,6746.26
287.75,6933.69
287.7,7065.89
287.65,6853.9
287.6,7222.89
287.55,7375.94
287.5,7908.12
287.45,8301.85
287.4,8737.15
287.35,9343.71
287.3,10079.13
287.25,10770.72
287.2,11699.72
287.15,12539.44
287.1,13409.09
287.05,14406.5
287.0,15409.45
286.95,16594.54
286.9,17396.75
286.85,18785.67
286.8,19909.38
286.75,21126.32
286.7,21925.59
286.65,23018.8
286.6,23600.39
286.55,24893.77
286.5,25500.25
286.45,26346.67
286.4,26277.36
286.35,26924.43
286.3,26906.41
286.25,26529.07
286.2,26731.09
286.15,26816.0
286.1,26468.82
286.05,26648.49
286.0,26412.75
285.95,25263.73
285.9,25052.37
285.85,24490.25
285.8,24602.15
285.75,24488.15
285.7,23731.67
285.65,24119.71
285.6,23988.58
285.55,24198.75
285.5,24616.0
285.45,24152.58
285.4,24729.02
285.35,24845.87
285.3,25593.08
285.25,25734.44
285.2,26411.58
285.15,26814.68
285.1,27366.97
285.05,27577.4
285.0,27757.73
284.95,27602.26
284.9,27219.48
284.85,27260.09
284.8,26799.11
284.75,26538.88
284.7,26027.54
284.65,25401.3
284.6,24368.27
284.55,23504.72
284.5,22257.91
284.45,21144.46
284.4,20155.93
284.35,18911.85
284.3,17843.46
284.25,16750.34
284.2,15768.54
284.15,14811.19
284.1,13984.02
284.05,13093.06
284.0,12183.05
283.95,11409.5
283.9,10603.09
283.85,9814.23
283.8,9354.12
283.75,8864.79
283.7,8123.19
283.65,7794.47
283.6,7411.16
283.55,7274.61
283.5,6825.53
283.45,6805.54
283.4,6307.65
283.35,5946.93
283.3,5821.32
283.25,6081.31
283.2,5708.29
283.15,5654.42
283.1,5513.79
283.05,5334.11
283.0,5305.96
282.95,5499.57
282.9,5342.58
282.85,5176.31
282.8,4983.24
282.75,4976.48
282.7,5106.08
282.65,5096.59
282.6,5049.83
282.55,4993.52
282.5,5215.29
282.45,4974.7
282.4,4818.45
282.35,4997.65
282.3,4936.19
282.25,4786.72
282.2,4686.47
282.15,4879.11
282.1,4807.98
282.05,4749.9
282.0,4844.7
