binding_energy_eV,intensity_cps
292.0,1094.55
291.95,1072.55
291.9,1078.51
291.85,1116.25
291.8,1129.13
291.75,1149.87
291.7,1145.65
291.65,1147.8
291.6,1181.42
291.55,1087.26
291.5,1138.88
291.45,1214.3
291.4,1174.81
291.35,1168.31
291.3,1200.38
291.25,1274.38
291.2,1214.81
291.15,1261.75
291.1,1285.76
291.05,1320.57
291.0,1292.9
290.95,1355.7
290.9,1336.31
290.85,1338.26
290.8,1423.03
290.75,1416.07
290.7,1447.53
290.65,1473.19
290.6,1437.31
290.55,1538.35
290.5,1630.48
290.45,1529.63
290.4,1693.24
290.35,1732.1
290.3,1830.83
290.25,1889.56
290.2,1870.9
290.15,2078.83
290.1,2176.06
290.05,2365.75
290.0,2409.61
289.95,2664.16
289.9,3026.11
289.85,3204.64
289.8,3576.76
289.75,3642.39
289.7,4178.29
289.65,4535.1
289.6,4960.09
289.55,5431.8
289.5,5948.54
289.45,6461.77
289.4,6978.51
289.35,7623.49
289.3,8279.59
289.25,8575.06
289.2,9237.38
289.15,9984.46
289.1,10304.71
289.05,10972.0
289.0,11598.46
288.95,11956.99
288.9,12397.94
288.85,12404.75
288.8,12715.17
288.75,12635.48
288.7,12627.61
288.65,12396.94
288.6,12197.83
288.55,12189.64
288.5,11625.03
288.45,11239.67
288.4,10749.05
288.35,10367.89
288.3,10023.8
288.25,11151.23
288.2,9057.62
288.15,9007.78
288.1,8259.52
288.05,8003.16
288.0,7732.15
287.95,7409.57
287.9,7360.08
287.85,7139.26
287.8,7059.32
287.75,7229.5
287.7,7176.53
287.65,7350.66
287.6,7741.09
287.55,7797.77
287.5,8164.21
287.45,8414.52
287.4,9110.02
287.35,9514.86
287.3,10071.81
287.25,10778.26
287.2,13336.13
287.15,12070.09
287.1,12920.55
287.05,13338.36
287.0,13929.75
286.95,14980.38
286.9,15740.79
286.85,16415.91
286.8,16928.04
286.75,17455.31
286.7,17877.9
286.65,18822.34
286.6,19171.95
286.55,19351.07
286.5,19934.26
286.45,19978.49
286.4,20240.04
286.35,20231.07
286.3,20545.84
286.25,20493.4
286.2,20413.56
286.15,20457.4
286.1,20475.43
286.05,20257.33
286.0,20596.65
285.95,20651.36
285.9,21102.09
285.85,20881.74
285.8,21792.76
285.75,21918.4
285.7,22426.91
285.65,23176.34
285.6,23907.47
285.55,24970.27
285.5,26272.77
285.45,27140.15
285.4,28103.49
285.35,29635.44
285.3,30479.44
285.25,31886.88
285.2,32864.21
285.15,34212.52
285.1,35296.08
285.05,36322.33
285.0,37655.72
284.95,38313.5
284.9,39088.04
284.85,39239.3
284.8,39415.77
284.75,39208.72
284.7,39084.87
284.65,38995.36
284.6,37860.17
284.55,39001.8
284.5,35913.02
284.45,34936.17
284.4,33774.89
284.35,32033.29
284.3,30465.43
284.25,29206.11
284.2,27824.01
284.15,26248.67
284.1,24534.34
284.05,23531.57
284.0,22088.94
283.95,20547.96
283.9,19123.44
283.85,18456.86
283.8,17136.41
283.75,16120.11
283.7,15168.32
283.65,14000.41
283.6,13615.78
283.55,12865.83
283.5,12314.43
283.45,11584.93
283.4,11072.29
283.35,10589.13
283.3,10314.16
283.25,9989.14
283.2,9733.77
283.15,9542.59
283.1,9031.79
283.05,9062.62
283.0,8774.21
282.95,8661.37
282.9,8491.62
282.85,8433.18
282.8,8093.86
282.75,8270.55
282.7,8229.18
282.65,8002.91
282.6,8022.39
282.55,7935.7
282.5,7899.36
282.45,8006.73
282.4,7971.12
282.35,7716.83
282.3,7751.33
282.25,7692.71
282.2,7744.05
282.15,7722.5
282.1,7751.52
282.05,7583.81
282.0,7675.9
