binding_energy_eV,intensity_cps
292.0,518.76
291.95,536.35
291.9,553.85
291.85,589.82
291.8,555.92
291.75,601.7
291.7,568.07
291.65,599.98
291.6,553.21
291.55,623.56
291.5,637.13
291.45,622.2
291.4,630.53
291.35,629.74
291.3,621.5
291.25,659.37
291.2,654.36
291.15,702.24
291.1,663.42
291.05,690.23
291.0,724.93
290.95,746.88
290.9,753.92
290.85,771.04
290.8,837.54
290.75,790.98
290.7,827.46
290.65,917.08
290.6,945.92
290.55,956.64
290.5,1058.69
290.45,1085.88
290.4,1180.04
290.35,1276.79
290.3,1395.91
290.25,1487.08
290.2,1706.89
290.15,1849.54
290.1,2024.68
290.05,2300.64
290.0,2550.15
289.95,2787.8
289.9,3232.97
289.85,3645.13
289.8,4069.62
289.75,4544.38
289.7,5012.66
289.65,5561.39
289.6,6271.26
289.55,6768.82
289.5,7615.72
289.45,8343.09
289.4,8955.68
289.35,9737.15
289.3,10485.79
289.25,11200.3
289.2,11852.31
289.15,12402.97
289.1,13090.94
289.05,13628.06
289.0,13781.31
288.95,14208.66
288.9,14303.52
288.85,14405.52
288.8,14440.75
288.75,14349.42
288.7,14118.27
288.65,13806.45
288.6,13499.12
288.55,12713.74
288.5,12217.85
288.45,11781.26
288.4,11139.01
288.35,10454.93
288.3,9833.05
288.25,9189.51
288.2,8615.45
288.15,8211.39
288.1,7539.73
288.05,7052.16
288.0,6791.54
287.95,6296.64
287.9,6054.5
287.85,5533.11
287.8,5470.99
287.75,5385.07
287.7,5419.56
287.65,5228.41
287.6,5398.96
287.55,5536.61
287.5,5746.46
287.45,6124.1
287.4,6456.12
287.35,6924.89
287.3,7412.06
287.25,8069.04
287.2,8742.42
287.15,9635.17
287.1,10380.05
287.05,11396.52
287.0,12359.0
286.95,13752.96
286.9,14843.66
286.85,15965.45
286.8,17083.65
286.75,18185.47
286.7,19420.81
286.65,20343.94
286.6,21406.92
286.55,22301.09
286.5,23018.01
286.45,23390.16
286.4,23970.86
286.35,24035.72
286.3,24023.21
286.25,24129.82
286.2,23883.56
286.15,23500.67
286.1,23280.19
286.05,22871.5
286.0,22679.23
285.95,22361.52
285.9,22042.02
285.85,22029.8
285.8,22093.1
285.75,22270.4
285.7,22911.08
285.65,23331.29
285.6,24416.39
285.55,25173.67
285.5,25885.78
285.45,27438.93
285.4,28979.83
285.35,30261.82
285.3,31369.12
285.25,33006.34
285.2,34191.15
285.15,35603.77
285.1,36681.29
285.05,37354.09
285.0,38569.96
284.95,39071.67
284.9,39160.58
284.85,39135.19
284.8,39214.34
284.75,38773.69
284.7,37769.78
284.65,37133.49
284.6,35612.05
284.55,34083.98
284.5,32790.26
284.45,30862.49
284.4,29428.24
284.35,27439.85
284.3,25874.75
284.25,24218.28
284.2,22630.52
284.15,20860.42
284.1,19289.41
284.05,18022.73
284.0,16609.3
283.95,15543.39
283.9,14561.59
283.85,13480.6
283.8,12576.69
283.75,11928.25
283.7,11166.05
283.65,10539.27
283.6,9922.34
283.55,9454.16
283.5,9090.21
283.45,8887.58
283.4,8586.35
283.35,8354.89
283.3,8256.06
283.25,7961.58
283.2,7850.74
283.15,7888.53
283.1,7795.92
283.05,7641.1
283.0,7494.81
282.95,7242.76
282.9,7285.96
282.85,7248.32
282.8,7165.38
282.75,7203.17
282.7,7335.75
282.65,7211.06
282.6,7107.52
282.55,7258.23
282.5,7204.81
282.45,7236.52
282.4,6939.7
282.35,7066.99
282.3,7041.05
282.25,6978.17
282.2,7027.7
282.15,6796.08
282.1,6979.24
282.05,6898.61
282.0,7036.19
