binding_energy_eV,intensity_cps
292.0,683.01
291.95,678.99
291.9,669.1
291.85,645.41
291.8,687.3
291.75,698.2
291.7,718.24
291.65,716.8
291.6,766.79
291.55,715.82
291.5,732.04
291.45,774.36
291.4,749.52
291.35,766.31
291.3,783.27
291.25,767.44
291.2,758.92
291.15,794.32
291.1,886.43
291.05,827.83
291.0,826.45
290.95,806.06
290.9,858.94
290.85,890.94
290.8,946.6
290.75,897.52
290.7,948.69
290.65,939.21
290.6,1008.71
290.55,984.43
290.5,1071.37
290.45,1109.33
290.4,1140.26
290.35,1118.6
290.3,1156.63
290.25,1290.6
290.2,1288.74
290.15,1228.5
290.1,1340.63
290.05,1427.23
290.0,1542.75
289.95,1590.07
289.9,1828.42
289.85,1912.31
289.8,2154.46
289.75,2307.3
289.7,2427.7
289.65,2740.48
289.6,2989.49
289.55,3471.78
289.5,3848.13
289.45,4297.03
289.4,4669.5
289.35,5486.68
289.3,5811.43
289.25,6483.52
289.2,7093.66
289.15,7705.27
289.1,8379.39
289.05,9273.02
289.0,9857.65
288.95,10447.33
288.9,10865.65
288.85,11394.82
288.8,11626.12
288.75,11901.92
288.7,11942.09
288.65,11897.13
288.6,11638.28
288.55,11396.41
288.5,11099.6
288.45,10529.1
288.4,9948.13
288.35,9696.73
288.3,9018.87
288.25,8392.51
288.2,7668.6
288.15,7227.57
288.1,6684.53
288.05,6117.94
288.0,5846.16
287.95,5496.8
287.9,5269.13
287.85,4900.64
287.8,4588.19
287.75,4475.63
287.7,4426.53
287.65,4214.06
287.6,4315.86
287.55,4363.11
287.5,4509.42
287.45,4734.66
287.4,4918.32
287.35,5292.66
287.3,5851.27
287.25,6240.64
287.2,6757.71
287.15,7389.69
287.1,8336.7
287.05,9359.84
287.0,10190.73
286.95,11291.54
286.9,12430.79
286.85,13650.52
286.8,15090.01
286.75,16502.18
286.7,17749.57
286.65,19279.34
286.6,21033.91
286.55,21984.83
286.5,23240.77
286.45,24443.03
286.4,25259.35
286.35,26273.89
286.3,26746.81
286.25,26955.55
286.2,27412.09
286.15,27408.64
286.1,26835.7
286.05,26165.41
286.0,25845.02
285.95,24802.92
285.9,24425.4
285.85,23820.67
285.8,23034.09
285.75,22597.27
285.7,22239.63
285.65,22395.57
285.6,22607.2
285.55,23294.95
285.5,24073.78
285.45,25704.44
285.4,27483.36
285.35,29608.74
285.3,32471.59
285.25,35427.83
285.2,38527.91
285.15,42095.11
285.1,45333.67
285.05,48910.17
285.0,52303.01
284.95,55081.08
284.9,56939.68
284.85,58805.65
284.8,60198.6
284.75,59722.03
284.7,58864.43
284.65,57479.27
284.6,54989.43
284.55,52162.7
284.5,48781.89
284.45,45867.11
284.4,41772.05
284.35,38303.28
284.3,35004.26
284.25,31706.02
284.2,28402.07
284.15,25664.21
284.1,23163.04
284.05,20743.92
284.0,18916.89
283.95,17213.81
283.9,16041.24
283.85,14689.32
283.8,13665.47
283.75,13106.17
283.7,12299.72
283.65,11951.0
283.6,11507.99
283.55,11222.15
283.5,11027.28
283.45,10663.0
283.4,10404.76
283.35,10364.93
283.3,10128.62
283.25,10092.58
283.2,9821.08
283.15,9802.26
283.1,9829.75
283.05,9729.49
283.0,9601.21
282.95,9709.56
282.9,9588.89
282.85,9693.25
282.8,9438.84
282.75,9444.82
282.7,9310.6
282.65,9258.36
282.6,9309.68
282.55,9390.17
282.5,9272.74
282.45,9118.72
282.4,9218.9
282.35,8985.78
282.3,9039.31
282.25,9088.92
282.2,9002.01
282.15,8934.34
282.1,8990.94
282.05,8976.34
282.0,8932.83
