binding_energy_eV,intensity_cps
292.0,726.37
291.95,814.91
291.9,744.99
291.85,803.76
291.8,750.96
291.75,781.62
291.7,822.45
291.65,849.15
291.6,753.7
291.55,762.76
291.5,768.76
291.45,870.66
291.4,819.91
291.35,875.96
291.3,915.48
291.25,844.08
291.2,812.99
291.15,830.29
291.1,876.53
291.05,944.06
291.0,991.8
290.95,972.9
290.9,915.32
290.85,939.35
290.8,1058.1
290.75,1050.56
290.7,998.83
290.65,1035.93
290.6,1043.98
290.55,1125.12
290.5,1116.94
290.45,1143.03
290.4,1141.43
290.35,1277.15
290.3,1243.45
290.25,1359.99
290.2,1353.51
290.15,1457.01
290.1,1447.91
290.05,1612.13
290.0,1763.76
289.95,1940.99
289.9,2035.12
289.85,2154.45
289.8,2453.09
289.75,2610.17
289.7,2948.14
289.65,3202.27
289.6,3666.92
289.55,4038.38
289.5,4763.79
289.45,5213.29
289.4,5768.92
289.35,6595.57
289.3,7380.29
289.25,8096.32
289.2,8982.59
289.15,9865.63
289.1,10693.17
289.05,11541.18
289.0,12337.83
288.95,13205.76
288.9,14135.93
288.85,14320.08
288.8,14848.11
288.75,15089.99
288.7,15227.92
288.65,15501.24
288.6,14993.27
288.55,14486.16
288.5,14147.61
288.45,13345.59
288.4,12740.44
288.35,11969.11
288.3,11191.18
288.25,10432.35
288.2,9617.9
288.15,8940.72
288.1,8235.2
288.05,7570.34
288.0,6961.54
287.95,6340.47
287.9,5960.58
287.85,5826.24
287.8,5326.18
287.75,5139.89
287.7,5080.6
287.65,4877.98
287.6,4871.54
287.55,4924.02
287.5,5075.02
287.45,5246.9
287.4,5682.63
287.35,5943.03
287.3,6344.33
287.25,6802.25
287.2,7390.9
287.15,8143.75
287.1,8823.85
287.05,9724.21
287.0,10165.16
286.95,11257.52
286.9,12204.88
286.85,13171.65
286.8,13780.31
286.75,15046.06
286.7,16127.23
286.65,16733.07
286.6,17819.3
286.55,18815.53
286.5,19600.13
286.45,20233.02
286.4,20962.42
286.35,21528.46
286.3,22105.11
286.25,22451.06
286.2,22427.0
286.15,22300.0
286.1,22321.33
286.05,22394.66
286.0,21842.75
285.95,21814.07
285.9,21718.36
285.85,21392.32
285.8,21418.23
285.75,21422.58
285.7,21069.34
285.65,21003.22
285.6,20861.52
285.55,21062.73
285.5,21143.33
285.45,21132.7
285.4,21718.99
285.35,22079.87
285.3,22692.59
285.25,23137.46
285.2,24023.87
285.15,24451.27
285.1,25694.58
285.05,26032.08
285.0,26615.97
284.95,27208.02
284.9,27932.44
284.85,28495.06
284.8,28881.76
284.75,29184.49
284.7,28808.07
284.65,29152.45
284.6,28574.14
284.55,27890.28
284.5,27228.36
284.45,26211.87
284.4,24920.47
284.35,24335.63
284.3,22721.27
284.25,21764.32
284.2,20594.18
284.15,19239.38
284.1,17974.88
284.05,16761.1
284.0,15577.81
283.95,14259.77
283.9,13023.93
283.85,12155.37
283.8,11293.62
283.75,10480.03
283.7,9932.53
283.65,9097.92
283.6,8535.45
283.55,7686.06
283.5,7609.86
283.45,6734.74
283.4,6680.4
283.35,6633.47
283.3,6117.15
283.25,6061.42
283.2,5979.17
283.15,5666.41
283.1,5486.8
283.05,5512.21
283.0,5362.67
282.95,5326.77
282.9,5221.57
282.85,5203.41
282.8,5052.74
282.75,5110.83
282.7,5039.2
282.65,5094.54
282.6,4910.12
282.55,4783.95
282.5,5071.63
282.45,4901.94
282.4,4903.37
282.35,4768.44
282.3,4997.99
282.25,4948.02
282.2,4774.65
282.15,4801.86
282.1,4854.07
282.05,4936.81
282.0,4626.39
