binding_energy_eV,intensity_cps
292.0,666.01
291.95,637.72
291.9,680.17
291.85,683.77
291.8,700.1
291.75,664.53
291.7,639.75
291.65,644.56
291.6,693.26
291.55,700.39
291.5,731.43
291.45,714.15
291.4,689.17
291.35,721.49
291.3,718.43
291.25,691.51
291.2,712.36
291.15,697.84
291.1,782.18
291.05,723.51
291.0,733.62
290.95,690.76
290.9,796.68
290.85,822.12
290.8,808.0
290.75,780.54
290.7,840.44
290.65,838.28
290.6,835.46
290.55,883.04
290.5,909.12
290.45,846.09
290.4,874.8
290.35,894.85
290.3,900.53
290.25,896.14
290.2,958.13
290.15,985.03
290.1,1049.55
290.05,1079.92
290.0,1144.73
289.95,1244.4
289.9,1284.74
289.85,1410.85
289.8,1537.52
289.75,1663.32
289.7,1901.87
289.65,2045.86
289.6,2260.48
289.55,2489.58
289.5,2694.93
289.45,3162.51
289.4,3145.16
289.35,3777.04
289.3,3914.72
289.25,4415.44
289.2,4895.38
289.15,5181.62
289.1,5470.07
289.05,5697.43
289.0,6344.38
288.95,6470.9
288.9,6904.35
288.85,6662.91
288.8,7138.72
288.75,7003.21
288.7,6919.71
288.65,6797.18
288.6,6650.15
288.55,6316.03
288.5,6023.75
288.45,5701.85
288.4,5494.31
288.35,5276.99
288.3,4684.66
288.25,4423.71
288.2,4096.93
288.15,3924.4
288.1,3697.78
288.05,3559.98
288.0,3186.86
287.95,3082.9
287.9,2927.59
287.85,2675.81
287.8,2596.08
287.75,2537.15
287.7,2556.73
287.65,2406.85
287.6,2469.21
287.55,2494.58
287.5,2495.46
287.45,2340.06
287.4,2650.37
287.35,2751.78
287.3,2942.74
287.25,3029.79
287.2,3363.85
287.15,3590.69
287.1,4066.6
287.05,4270.05
287.0,4734.53
286.95,5437.58
286.9,5936.48
286.85,6577.19
286.8,7349.76
286.75,8197.49
286.7,9069.13
286.65,10060.38
286.6,11003.18
286.55,11838.4
286.5,12814.74
286.45,13795.0
286.4,14645.44
286.35,15588.12
286.3,16424.8
286.25,16673.06
286.2,17283.47
286.15,17558.95
286.1,17635.15
286.05,17639.02
286.0,17225.37
285.95,17049.77
285.9,16840.78
285.85,16232.81
285.8,16046.36
285.75,15903.9
285.7,15429.74
285.65,15267.34
285.6,15481.51
285.55,15904.12
285.5,16323.03
285.45,17399.41
285.4,18368.65
285.35,19809.04
285.3,21698.23
285.25,23493.51
285.2,26151.76
285.15,28636.18
285.1,31560.64
285.05,34721.88
285.0,38115.65
284.95,40870.38
284.9,43712.09
284.85,45699.2
284.8,48474.45
284.75,49940.62
284.7,50580.9
284.65,51003.39
284.6,50061.79
284.55,49558.53
284.5,47221.19
284.45,44638.52
284.4,41887.73
284.35,38963.83
284.3,35969.62
284.25,32835.07
284.2,29789.18
284.15,26772.23
284.1,24415.99
284.05,22039.32
284.0,19757.45
283.95,18046.37
283.9,16458.03
283.85,14902.0
283.8,13653.5
283.75,12725.99
283.7,11973.18
283.65,11044.52
283.6,10528.44
283.55,10025.22
283.5,9687.57
283.45,9709.67
283.4,9246.08
283.35,9314.53
283.3,8666.22
283.25,8757.21
283.2,8707.38
283.15,8629.92
283.1,8503.51
283.05,8514.09
283.0,8144.51
282.95,8333.35
282.9,8270.53
282.85,8211.84
282.8,8196.82
282.75,8019.18
282.7,7925.76
282.65,7850.02
282.6,7999.62
282.55,7959.2
282.5,7687.86
282.45,8025.71
282.4,7779.38
282.35,7965.02
282.3,7881.69
282.25,7720.74
282.2,7788.85
282.15,7791.14
282.1,7724.7
282.05,7686.44
282.0,7734.06
