binding_energy_eV,intensity_cps
292.0,967.84
291.95,958.12
291.9,991.05
291.85,1038.11
291.8,997.79
291.75,1036.27
291.7,1074.42
291.65,1002.11
291.6,992.41
291.55,1102.51
291.5,1060.85
291.45,1075.03
291.4,1112.13
291.35,1111.36
291.3,1082.9
291.25,1106.84
291.2,1111.65
291.15,1150.29
291.1,1120.06
291.05,1204.89
291.0,1181.34
290.95,1223.22
290.9,1294.32
290.85,1215.43
290.8,1259.02
290.75,1279.05
290.7,1349.01
290.65,1338.2
290.6,1400.84
290.55,1457.36
290.5,1407.86
290.45,1571.81
290.4,1590.96
290.35,1616.56
290.3,1664.79
290.25,1754.47
290.2,2014.5
290.15,1939.15
290.1,2118.1
290.05,2294.53
290.0,2311.52
289.95,2601.59
289.9,2767.02
289.85,3048.69
289.8,3130.91
289.75,3459.81
289.7,3780.45
289.65,3966.54
289.6,4294.61
289.55,4724.79
289.5,5092.71
289.45,5490.24
289.4,5778.74
289.35,6241.77
289.3,6831.13
289.25,7371.56
289.2,7773.61
289.15,8184.27
289.1,8832.69
289.05,9174.45
289.0,9713.93
288.95,10315.61
288.9,10490.02
288.85,10871.81
288.8,11356.54
288.75,11736.59
288.7,12222.19
288.65,11963.65
288.6,12213.08
288.55,12497.98
288.5,12500.86
288.45,12245.79
288.4,12462.87
288.35,12338.41
288.3,12178.09
288.25,11877.47
288.2,11743.21
288.15,11464.19
288.1,11099.03
288.05,10901.3
288.0,10682.92
287.95,10378.42
287.9,10020.59
287.85,9996.56
287.8,9713.8
287.75,9865.8
287.7,9514.12
287.65,9471.99
287.6,9591.04
287.55,9691.75
287.5,10004.32
287.45,10034.19
287.4,10328.67
287.35,10764.12
287.3,11233.6
287.25,11797.47
287.2,12268.64
287.15,13022.7
287.1,13605.35
287.05,14225.11
287.0,15296.91
286.95,15702.46
286.9,16661.54
286.85,17539.2
286.8,18132.17
286.75,19046.09
286.7,20006.9
286.65,20739.56
286.6,21511.02
286.55,21898.18
286.5,22674.61
286.45,23392.45
286.4,23901.21
286.35,23925.97
286.3,24819.52
286.25,24950.45
286.2,25225.13
286.15,25373.54
286.1,25609.98
286.05,25895.0
286.0,26555.5
285.95,26368.67
285.9,26856.54
285.85,27086.31
285.8,27734.02
285.75,28411.37
285.7,29082.31
285.65,29916.29
285.6,30445.98
285.55,31447.61
285.5,32140.23
285.45,33433.73
285.4,34535.76
285.35,35354.57
285.3,36248.87
285.25,37470.12
285.2,37907.99
285.15,38364.36
285.1,38830.55
285.05,39817.83
285.0,39522.27
284.95,39253.62
284.9,38912.83
284.85,38289.34
284.8,37118.37
284.75,36861.8
284.7,35266.13
284.65,33931.39
284.6,32512.76
284.55,30809.63
284.5,29709.84
284.45,27923.77
284.4,26278.06
284.35,24690.66
284.3,23273.39
284.25,21533.49
284.2,20447.15
284.15,19043.39
284.1,17534.25
284.05,16677.45
284.0,15321.45
283.95,14569.65
283.9,13911.41
283.85,12879.2
283.8,12030.06
283.75,11588.14
283.7,10960.3
283.65,10328.95
283.6,10002.89
283.55,9627.96
283.5,9146.99
283.45,9038.14
283.4,8637.38
283.35,8537.86
283.3,8284.03
283.25,8045.34
283.2,7872.91
283.15,7799.24
283.1,7867.15
283.05,7619.1
283.0,7674.68
282.95,7586.32
282.9,7570.69
282.85,7453.44
282.8,7318.5
282.75,7234.75
282.7,7360.77
282.65,7196.01
282.6,7245.21
282.55,7187.08
282.5,7185.88
282.45,7084.0
282.4,6929.72
282.35,7082.42
282.3,7069.35
282.25,6937.75
282.2,6959.31
282.15,6796.19
282.1,6820.17
282.05,6981.49
282.0,6755.32
