binding_energy_eV,intensity_cps
292.0,867.82
291.95,861.94
291.9,890.55
291.85,883.8
291.8,862.1
291.75,908.4
291.7,878.32
291.65,931.78
291.6,986.96
291.55,940.47
291.5,971.88
291.45,1036.53
291.4,993.3
291.35,973.7
291.3,1051.19
291.25,993.33
291.2,1037.39
291.15,1057.42
291.1,1002.54
291.05,1074.59
291.0,1094.49
290.95,1142.52
290.9,1141.69
290.85,1140.72
290.8,1282.29
290.75,1273.84
290.7,1307.7
290.65,1388.88
290.6,1460.48
290.55,1426.16
290.5,1521.04
290.45,1556.23
290.4,1670.34
290.35,1741.96
290.3,1780.83
290.25,1969.81
290.2,2135.73
290.15,2294.23
290.1,2491.81
290.05,2620.71
290.0,2942.2
289.95,3280.47
289.9,3461.92
289.85,3558.6
289.8,4034.61
289.75,4287.56
289.7,4708.59
289.65,5114.38
289.6,5690.75
289.55,5957.1
289.5,6335.95
289.45,6923.24
289.4,7436.52
289.35,7924.65
289.3,8477.14
289.25,8792.13
289.2,9464.96
289.15,9748.46
289.1,10201.31
289.05,10425.25
289.0,10764.09
288.95,10948.67
288.9,11164.59
288.85,10964.38
288.8,11165.27
288.75,10915.79
288.7,10681.67
288.65,10564.87
288.6,10261.4
288.55,9666.4
288.5,9565.72
288.45,9051.28
288.4,8604.39
288.35,8217.15
288.3,7926.28
288.25,7471.23
288.2,7346.79
288.15,6968.13
288.1,6434.41
288.05,6452.01
288.0,5993.9
287.95,5877.52
287.9,5729.9
287.85,5867.35
287.8,5638.12
287.75,5659.11
287.7,5628.65
287.65,5682.14
287.6,6011.92
287.55,6201.46
287.5,6290.23
287.45,6810.67
287.4,7016.09
287.35,7451.28
287.3,7710.06
287.25,8654.29
287.2,9006.52
287.15,9691.84
287.1,10277.08
287.05,10804.35
287.0,11683.9
286.95,12189.06
286.9,12963.07
286.85,13810.27
286.8,14369.07
286.75,15130.75
286.7,15850.14
286.65,16354.1
286.6,17264.34
286.55,17753.3
286.5,18380.48
286.45,18956.41
286.4,19383.89
286.35,19794.33
286.3,19754.49
286.25,20007.23
286.2,20835.14
286.15,20924.37
286.1,21483.24
286.05,21550.75
286.0,21813.13
285.95,22049.9
285.9,22593.13
285.85,23295.83
285.8,24127.1
285.75,24530.09
285.7,25182.32
285.65,26043.92
285.6,27405.05
285.55,28235.87
285.5,29333.34
285.45,30749.06
285.4,31854.51
285.35,32909.27
285.3,33943.18
285.25,35300.68
285.2,36335.86
285.15,36773.3
285.1,37517.95
285.05,37776.83
285.0,37999.36
284.95,38191.39
284.9,37692.25
284.85,37298.87
284.8,36500.43
284.75,35075.89
284.7,34264.0
284.65,32559.75
284.6,31083.58
284.55,29693.71
284.5,28039.15
284.45,26357.74
284.4,24887.1
284.35,23216.52
284.3,21754.05
284.25,19747.67
284.2,18378.51
284.15,17355.94
284.1,16084.6
284.05,15013.89
284.0,14033.36
283.95,13159.0
283.9,12176.01
283.85,11177.87
283.8,10814.01
283.75,10036.54
283.7,9650.61
283.65,9137.78
283.6,8666.78
283.55,8569.17
283.5,8146.48
283.45,7800.33
283.4,7785.02
283.35,7542.24
283.3,7343.96
283.25,7218.07
283.2,7048.83
283.15,6998.91
283.1,6923.31
283.05,6786.65
283.0,6814.0
282.95,6788.86
282.9,6684.12
282.85,6627.9
282.8,6602.34
282.75,6431.84
282.7,6601.55
282.65,6552.82
282.6,6399.51
282.55,6525.04
282.5,6540.12
282.45,6281.29
282.4,6352.24
282.35,6406.25
282.3,6389.52
282.25,6284.6
282.2,6339.24
282.15,6407.53
282.1,6199.13
282.05,6312.1
282.0,6243.1
