binding_energy_eV,intensity_cps
292.0,821.82
291.95,754.32
291.9,860.58
291.85,945.06
291.8,861.3
291.75,880.06
291.7,860.39
291.65,820.92
291.6,924.22
291.55,926.36
291.5,994.72
291.45,1002.57
291.4,904.45
291.35,981.49
291.3,920.54
291.25,996.12
291.2,1052.38
291.15,1039.24
291.1,1056.06
291.05,1095.32
291.0,1121.26
290.95,1034.14
290.9,1126.97
290.85,1149.61
290.8,1133.08
290.75,1235.01
290.7,1246.6
290.65,1231.15
290.6,1217.85
290.55,1320.77
290.5,1381.83
290.45,1418.86
290.4,1379.16
290.35,1570.06
290.3,1534.61
290.25,1745.97
290.2,1896.17
290.15,1849.86
290.1,2139.3
290.05,2308.94
290.0,2408.04
289.95,2771.6
289.9,3008.3
289.85,3181.04
289.8,3646.26
289.75,3885.84
289.7,4375.05
289.65,5157.3
289.6,5453.09
289.55,6140.41
289.5,6902.55
289.45,7493.71
289.4,8025.08
289.35,8722.41
289.3,9596.47
289.25,10221.89
289.2,10990.51
289.15,11755.84
289.1,11954.22
289.05,12571.66
289.0,12927.58
288.95,13516.22
288.9,13354.92
288.85,13885.56
288.8,13269.84
288.75,13230.96
288.7,13268.52
288.65,12689.3
288.6,12284.32
288.55,11562.41
288.5,11112.88
288.45,10367.24
288.4,9512.78
288.35,9195.7
288.3,8461.4
288.25,7937.91
288.2,7358.73
288.15,7040.14
288.1,6527.93
288.05,6034.64
288.0,5800.98
287.95,5454.23
287.9,5027.56
287.85,4769.86
287.8,4524.74
287.75,4553.73
287.7,4412.62
287.65,4427.99
287.6,4626.49
287.55,4598.11
287.5,4778.94
287.45,5088.3
287.4,5333.06
287.35,5551.2
287.3,5692.6
287.25,6157.42
287.2,6746.21
287.15,7409.16
287.1,8113.94
287.05,9031.55
287.0,9662.69
286.95,10281.39
286.9,11165.2
286.85,11949.65
286.8,12956.39
286.75,13696.77
286.7,14382.88
286.65,15258.43
286.6,16184.89
286.55,17426.3
286.5,18205.1
286.45,18809.79
286.4,19274.88
286.35,19755.07
286.3,20598.11
286.25,20795.38
286.2,21207.34
286.15,21432.29
286.1,21950.24
286.05,22588.62
286.0,23054.54
285.95,23191.74
285.9,23808.42
285.85,24653.02
285.8,25387.1
285.75,26996.51
285.7,27404.49
285.65,28521.45
285.6,29853.4
285.55,31318.08
285.5,32122.31
285.45,34048.64
285.4,35835.77
285.35,37088.53
285.3,38836.87
285.25,40222.9
285.2,40689.18
285.15,41716.58
285.1,42557.84
285.05,42691.01
285.0,42984.1
284.95,42291.56
284.9,41582.56
284.85,41052.46
284.8,40447.46
284.75,38595.72
284.7,37373.56
284.65,35829.79
284.6,33576.63
284.55,31758.82
284.5,29800.68
284.45,28267.82
284.4,26255.49
284.35,24322.95
284.3,22313.66
284.25,20284.18
284.2,19468.98
284.15,18162.2
284.1,16648.24
284.05,15193.5
284.0,14303.98
283.95,13469.04
283.9,12480.24
283.85,12170.54
283.8,11246.89
283.75,10948.36
283.7,9845.06
283.65,9633.55
283.6,9884.35
283.55,8925.74
283.5,8808.0
283.45,8775.11
283.4,8571.67
283.35,8131.4
283.3,7701.75
283.25,8004.11
283.2,7860.82
283.15,7638.97
283.1,7520.53
283.05,7568.57
283.0,7499.77
282.95,7504.13
282.9,7517.49
282.85,7211.39
282.8,7335.53
282.75,7105.9
282.7,7337.37
282.65,7333.32
282.6,6909.8
282.55,7200.16
282.5,7155.67
282.45,6993.18
282.4,6972.61
282.35,7322.04
282.3,6938.86
282.25,7070.58
282.2,6867.44
282.15,6953.73
282.1,7137.1
282.05,7008.39
282.0,6850.01
