binding_energy_eV,intensity_cps
292.0,815.56
291.95,747.58
291.9,818.96
291.85,801.93
291.8,804.57
291.75,735.05
291.7,786.35
291.65,837.18
291.6,785.87
291.55,783.14
291.5,808.41
291.45,811.43
291.4,833.6
291.35,814.97
291.3,823.21
291.25,867.65
291.2,804.62
291.15,877.51
291.1,838.01
291.05,859.91
291.0,923.66
290.95,931.61
290.9,880.4
290.85,863.26
290.8,863.24
290.75,900.73
290.7,887.1
290.65,931.29
290.6,963.35
290.55,1012.83
290.5,996.52
290.45,1049.23
290.4,1023.76
290.35,1068.28
290.3,1113.44
290.25,1167.14
290.2,1191.07
290.15,1280.99
290.1,1267.32
290.05,1407.62
290.0,1475.6
289.95,1571.59
289.9,1832.38
289.85,1811.85
289.8,1967.64
289.75,2151.06
289.7,2357.32
289.65,2551.56
289.6,2801.59
289.55,2939.89
289.5,3240.49
289.45,3512.52
289.4,3769.04
289.35,4116.4
289.3,4380.66
289.25,4624.12
289.2,5004.35
289.15,5279.54
289.1,5624.84
289.05,5924.05
289.0,6037.06
288.95,6289.49
288.9,6452.18
288.85,6674.26
288.8,6765.49
288.75,6968.58
288.7,6924.89
288.65,6981.3
288.6,6827.11
288.55,6755.85
288.5,6720.83
288.45,6425.44
288.4,6328.79
288.35,6332.86
288.3,6000.99
288.25,5750.76
288.2,5531.49
288.15,5273.39
288.1,5184.76
288.05,4944.75
288.0,4797.64
287.95,4730.88
287.9,4616.76
287.85,4479.19
287.8,4588.86
287.75,4420.82
287.7,4527.11
287.65,4645.77
287.6,4699.96
287.55,4866.15
287.5,5173.99
287.45,5415.8
287.4,5910.48
287.35,6329.36
287.3,7004.37
287.25,7446.3
287.2,8091.52
287.15,8703.66
287.1,9740.65
287.05,10311.93
287.0,11191.55
286.95,12325.12
286.9,13058.7
286.85,14397.29
286.8,15103.65
286.75,16269.89
286.7,17084.02
286.65,18040.17
286.6,18868.7
286.55,19543.2
286.5,20322.37
286.45,20843.53
286.4,20972.16
286.35,21457.9
286.3,21467.86
286.25,21509.36
286.2,21404.84
286.15,21572.75
286.1,21516.0
286.05,21430.55
286.0,21337.87
285.95,21707.84
285.9,21706.59
285.85,22278.21
285.8,22415.45
285.75,23377.61
285.7,24209.75
285.65,25329.99
285.6,26421.76
285.55,27639.54
285.5,29134.81
285.45,30196.74
285.4,31769.77
285.35,33068.7
285.3,34396.02
285.25,35779.51
285.2,37232.79
285.15,38316.56
285.1,39124.75
285.05,39765.89
285.0,40320.11
284.95,40466.72
284.9,40458.33
284.85,39560.96
284.8,38905.2
284.75,37959.12
284.7,36795.0
284.65,35451.96
284.6,34082.99
284.55,32443.43
284.5,30433.53
284.45,28910.93
284.4,27408.91
284.35,25478.38
284.3,23673.52
284.25,21907.09
284.2,20360.8
284.15,18930.47
284.1,17777.48
284.05,16220.3
284.0,15168.71
283.95,13792.88
283.9,13064.06
283.85,12141.92
283.8,11250.62
283.75,10716.64
283.7,10208.23
283.65,9638.03
283.6,9189.92
283.55,8865.4
283.5,8538.76
283.45,8347.07
283.4,7973.11
283.35,7722.89
283.3,7709.97
283.25,7448.77
283.2,7450.39
283.15,7201.63
283.1,7323.78
283.05,7182.11
283.0,7226.95
282.95,7010.12
282.9,6946.07
282.85,7014.02
282.8,6940.83
282.75,6780.34
282.7,6806.92
282.65,6722.76
282.6,6708.3
282.55,6693.19
282.5,6674.76
282.45,6748.63
282.4,6704.9
282.35,6735.75
282.3,6545.15
282.25,6628.82
282.2,6667.98
282.15,6573.97
282.1,6484.45
282.05,6545.32
282.0,6508.55
