binding_energy_eV,intensity_cps
292.0,928.23
291.95,862.94
291.9,904.86
291.85,864.88
291.8,866.65
291.75,872.1
291.7,899.33
291.65,874.85
291.6,958.39
291.55,920.62
291.5,857.6
291.45,1018.99
291.4,1013.35
291.35,969.69
291.3,971.24
291.25,1031.94
291.2,1035.45
291.15,1070.43
291.1,991.8
291.05,1052.1
291.0,1033.28
290.95,1057.43
290.9,1247.19
290.85,1172.92
290.8,1131.08
290.75,1330.76
290.7,1283.28
290.65,1285.09
290.6,1330.81
290.55,1405.23
290.5,1506.36
290.45,1689.45
290.4,1648.31
290.35,1649.95
290.3,1765.15
290.25,1944.92
290.2,2134.81
290.15,2293.21
290.1,2514.13
290.05,2674.65
290.0,2959.65
289.95,3249.7
289.9,3372.25
289.85,3774.76
289.8,4151.49
289.75,4677.07
289.7,5043.09
289.65,5183.18
289.6,5950.66
289.55,6369.29
289.5,6901.53
289.45,7448.65
289.4,8008.45
289.35,8577.51
289.3,9121.9
289.25,9828.92
289.2,10508.63
289.15,11116.34
289.1,11902.17
289.05,11769.15
289.0,12811.43
288.95,12930.79
288.9,13763.26
288.85,13907.71
288.8,14190.4
288.75,14624.02
288.7,14559.08
288.65,14353.54
288.6,14392.11
288.55,14170.09
288.5,14083.85
288.45,13867.96
288.4,13479.8
288.35,12758.89
288.3,12239.85
288.25,11646.82
288.2,11424.33
288.15,10951.47
288.1,10351.36
288.05,9702.75
288.0,9713.45
287.95,8878.45
287.9,8734.39
287.85,8279.63
287.8,7865.79
287.75,7822.49
287.7,7306.73
287.65,7464.72
287.6,7357.96
287.55,7248.16
287.5,7441.86
287.45,7385.92
287.4,7709.28
287.35,8156.69
287.3,8127.35
287.25,8913.67
287.2,9443.92
287.15,9426.3
287.1,10429.07
287.05,11160.25
287.0,11668.2
286.95,12312.35
286.9,12946.83
286.85,13235.11
286.8,14674.59
286.75,15397.63
286.7,16159.49
286.65,16771.34
286.6,17595.7
286.55,18313.76
286.5,18732.78
286.45,19287.62
286.4,19287.34
286.35,20219.95
286.3,20228.94
286.25,20276.37
286.2,20745.59
286.15,20305.29
286.1,20519.16
286.05,20376.62
286.0,20264.31
285.95,20297.97
285.9,19814.11
285.85,19878.8
285.8,20222.37
285.75,20174.62
285.7,20427.59
285.65,20788.8
285.6,20596.83
285.55,21305.49
285.5,21314.57
285.45,22050.66
285.4,22110.27
285.35,23005.81
285.3,23455.27
285.25,24671.86
285.2,24940.13
285.15,25720.21
285.1,25830.75
285.05,26924.2
285.0,27877.9
284.95,27786.67
284.9,28175.11
284.85,28807.29
284.8,29223.34
284.75,28704.79
284.7,29323.56
284.65,28831.23
284.6,28315.36
284.55,27853.12
284.5,27215.32
284.45,26048.18
284.4,25878.86
284.35,24404.41
284.3,23541.19
284.25,23075.88
284.2,21636.18
284.15,20676.53
284.1,19772.46
284.05,18707.11
284.0,17538.73
283.95,16608.6
283.9,15738.87
283.85,15089.94
283.8,13826.89
283.75,12637.84
283.7,11951.72
283.65,11393.74
283.6,10360.15
283.55,9901.03
283.5,9292.18
283.45,8754.75
283.4,8268.99
283.35,7913.87
283.3,7357.93
283.25,7364.45
283.2,7004.58
283.15,6600.39
283.1,6428.38
283.05,6232.58
283.0,6110.12
282.95,5782.59
282.9,5851.92
282.85,5573.53
282.8,5512.81
282.75,5578.03
282.7,5129.64
282.65,5200.97
282.6,5330.42
282.55,5260.86
282.5,5154.68
282.45,5090.78
282.4,4930.21
282.35,4885.14
282.3,4826.61
282.25,5116.23
282.2,4815.85
282.15,4957.77
282.1,4935.79
282.05,4816.3
282.0,4797.68
