binding_energy_eV,intensity_cps
292.0,684.7
291.95,639.4
291.9,674.27
291.85,674.83
291.8,634.61
291.75,666.9
291.7,690.55
291.65,755.52
291.6,718.42
291.55,672.06
291.5,672.42
291.45,723.79
291.4,684.35
291.35,715.71
291.3,718.89
291.25,659.44
291.2,673.55
291.15,719.23
291.1,730.92
291.05,688.93
291.0,733.85
290.95,775.35
290.9,710.54
290.85,731.16
290.8,733.44
290.75,739.69
290.7,707.64
290.65,770.08
290.6,817.35
290.55,799.75
290.5,833.15
290.45,821.28
290.4,791.78
290.35,846.53
290.3,790.63
290.25,839.55
290.2,849.61
290.15,884.74
290.1,925.41
290.05,918.92
290.0,1033.78
289.95,1087.99
289.9,1100.21
289.85,1128.66
289.8,1216.75
289.75,1255.45
289.7,1397.7
289.65,1400.43
289.6,1599.73
289.55,1616.9
289.5,1725.45
289.45,1885.66
289.4,2013.44
289.35,2040.58
289.3,2253.13
289.25,2388.25
289.2,2621.05
289.15,2733.01
289.1,2752.62
289.05,3019.17
289.0,3203.39
288.95,3290.32
288.9,3392.63
288.85,3404.6
288.8,3561.51
288.75,3635.79
288.7,3528.31
288.65,3701.66
288.6,3648.54
288.55,3664.22
288.5,3556.88
288.45,3517.95
288.4,3433.41
288.35,3376.02
288.3,3396.06
288.25,3193.8
288.2,3050.57
288.15,3002.15
288.1,2853.58
288.05,2825.0
288.0,2640.86
287.95,2724.23
287.9,2594.19
287.85,2662.58
287.8,2449.55
287.75,2466.62
287.7,2510.49
287.65,2405.71
287.6,2609.42
287.55,2747.78
287.5,2843.64
287.45,2931.5
287.4,3156.93
287.35,3391.16
287.3,3569.76
287.25,3814.57
287.2,4295.48
287.15,4672.19
287.1,5064.5
287.05,5612.95
287.0,6168.88
286.95,6708.4
286.9,7513.77
286.85,7941.69
286.8,8792.05
286.75,9544.15
286.7,10174.78
286.65,10761.87
286.6,11596.69
286.55,12198.24
286.5,12934.33
286.45,13093.79
286.4,13381.95
286.35,14022.63
286.3,14217.44
286.25,14493.84
286.2,14273.74
286.15,14156.24
286.1,14008.84
286.05,13850.3
286.0,13645.3
285.95,13331.66
285.9,13160.47
285.85,12959.47
285.8,13110.03
285.75,13240.84
285.7,13479.53
285.65,13926.64
285.6,14134.76
285.55,14705.84
285.5,15364.83
285.45,15697.44
285.4,16498.07
285.35,17015.05
285.3,17968.09
285.25,18952.28
285.2,19675.34
285.15,20357.15
285.1,20925.65
285.05,21727.6
285.0,21815.97
284.95,22293.67
284.9,22301.06
284.85,22583.36
284.8,22227.69
284.75,21648.39
284.7,20986.24
284.65,20278.23
284.6,19635.29
284.55,18592.46
284.5,17646.68
284.45,16920.28
284.4,15717.41
284.35,14929.64
284.3,13840.86
284.25,13153.8
284.2,12015.65
284.15,11294.88
284.1,10334.23
284.05,9777.98
284.0,9173.81
283.95,8492.14
283.9,7882.29
283.85,7369.76
283.8,6892.75
283.75,6485.05
283.7,6217.87
283.65,5971.16
283.6,5782.56
283.55,5426.99
283.5,5101.27
283.45,5287.41
283.4,5020.82
283.35,4838.97
283.3,4703.61
283.25,4698.47
283.2,4639.89
283.15,4610.57
283.1,4443.0
283.05,4469.17
283.0,4399.61
282.95,4318.33
282.9,4290.08
282.85,4263.73
282.8,4247.46
282.75,4162.43
282.7,4227.16
282.65,4165.88
282.6,4170.79
282.55,4197.84
282.5,3999.29
282.45,4051.27
282.4,4024.02
282.35,4012.98
282.3,4149.51
282.25,3940.0
282.2,3839.25
282.15,4000.33
282.1,3918.52
282.05,3888.85
282.0,3944.08
