binding_energy_eV,intensity_cps
292.0,762.3
291.95,818.1
291.9,754.99
291.85,830.74
291.8,840.43
291.75,889.51
291.7,897.59
291.65,844.39
291.6,832.14
291.55,927.72
291.5,875.73
291.45,891.54
291.4,970.17
291.35,1022.83
291.3,1020.97
291.25,987.17
291.2,977.37
291.15,1080.83
291.1,1034.63
291.05,1090.53
291.0,1023.88
290.95,1174.57
290.9,1146.66
290.85,1192.21
290.8,1174.27
290.75,1250.32
290.7,1284.74
290.65,1292.43
290.6,1405.84
290.55,1375.96
290.5,1535.01
290.45,1553.92
290.4,1574.42
290.35,1793.94
290.3,1929.58
290.25,2022.63
290.2,2078.61
290.15,2167.91
290.1,2414.06
290.05,2556.22
290.0,2872.74
289.95,3023.57
289.9,3224.51
289.85,3553.58
289.8,3829.94
289.75,4116.42
289.7,4341.97
289.65,4693.26
289.6,4883.59
289.55,5518.7
289.5,5935.5
289.45,6313.38
289.4,6813.07
289.35,7176.62
289.3,7637.01
289.25,8217.17
289.2,8715.13
289.15,9031.73
289.1,9630.25
289.05,10043.2
289.0,10093.62
288.95,10880.42
288.9,11173.22
288.85,11743.27
288.8,12184.99
288.75,12426.44
288.7,12522.24
288.65,12858.81
288.6,12861.62
288.55,13049.07
288.5,13138.14
288.45,13414.09
288.4,13100.23
288.35,13116.78
288.3,13040.07
288.25,13247.23
288.2,13103.84
288.15,13082.25
288.1,12716.55
288.05,12981.74
288.0,12542.11
287.95,12402.63
287.9,12272.73
287.85,12258.91
287.8,12103.18
287.75,12176.64
287.7,11963.49
287.65,12051.06
287.6,12324.76
287.55,12009.95
287.5,11992.14
287.45,12270.08
287.4,12328.35
287.35,12561.75
287.3,12762.27
287.25,12948.05
287.2,13444.85
287.15,13694.32
287.1,13855.51
287.05,14789.19
287.0,14784.41
286.95,15459.96
286.9,15994.82
286.85,16542.09
286.8,17465.08
286.75,17610.77
286.7,18511.75
286.65,19102.49
286.6,20024.61
286.55,20747.27
286.5,21368.27
286.45,22175.01
286.4,23107.14
286.35,23620.19
286.3,24468.09
286.25,24707.03
286.2,25440.67
286.15,26447.9
286.1,26975.19
286.05,27593.14
286.0,28395.37
285.95,29149.23
285.9,29856.04
285.85,30240.53
285.8,31180.15
285.75,32255.14
285.7,33283.21
285.65,34222.12
285.6,35589.19
285.55,36678.14
285.5,38277.7
285.45,39235.19
285.4,40480.73
285.35,41773.29
285.3,43016.14
285.25,45178.15
285.2,46350.28
285.15,47824.43
285.1,48810.04
285.05,50406.63
285.0,51458.66
284.95,52355.2
284.9,52440.92
284.85,53429.21
284.8,54014.63
284.75,54280.91
284.7,54070.28
284.65,53997.3
284.6,53481.03
284.55,53386.09
284.5,52726.45
284.45,52069.22
284.4,51400.02
284.35,50533.27
284.3,50805.45
284.25,49251.66
284.2,48599.61
284.15,47962.34
284.1,46601.41
284.05,46200.92
284.0,45768.6
283.95,44995.62
283.9,44540.66
283.85,43944.85
283.8,42968.11
283.75,42815.78
283.7,42710.59
283.65,42044.66
283.6,42097.68
283.55,41898.61
283.5,41037.44
283.45,40840.22
283.4,40863.32
283.35,40712.23
283.3,40536.55
283.25,40515.07
283.2,40467.48
283.15,40166.37
283.1,40161.98
283.05,40072.19
283.0,40188.69
282.95,39853.45
282.9,40112.97
282.85,39941.98
282.8,39485.42
282.75,39868.05
282.7,39751.15
282.65,39455.43
282.6,40053.35
282.55,39893.28
282.5,39975.95
282.45,39651.11
282.4,39945.55
282.35,40051.52
282.3,39892.53
282.25,39782.02
282.2,40034.98
282.15,39688.68
282.1,39867.66
282.05,40168.32
282.0,39963.91
