binding_energy_eV,intensity_cps
292.0,635.67
291.95,653.13
291.9,615.94
291.85,626.58
291.8,636.18
291.75,682.15
291.7,735.03
291.65,653.28
291.6,726.57
291.55,733.78
291.5,716.98
291.45,775.28
291.4,797.37
291.35,828.09
291.3,853.04
291.25,905.87
291.2,844.48
291.15,876.16
291.1,935.16
291.05,962.86
291.0,983.77
290.95,945.16
290.9,1008.27
290.85,1080.3
290.8,1059.74
290.75,1106.7
290.7,1122.29
290.65,1169.63
290.6,1205.6
290.55,1251.62
290.5,1223.0
290.45,1297.17
290.4,1319.37
290.35,1439.99
290.3,1491.44
290.25,1445.12
290.2,1506.86
290.15,1656.29
290.1,1637.02
290.05,1780.63
290.0,1901.59
289.95,2152.84
289.9,2138.26
289.85,2381.49
289.8,2446.11
289.75,2819.76
289.7,2895.64
289.65,3229.34
289.6,3537.57
289.55,4029.95
289.5,4451.27
289.45,4832.29
289.4,5244.21
289.35,5830.88
289.3,6437.48
289.25,7111.95
289.2,7425.54
289.15,8430.88
289.1,8928.45
289.05,9744.49
289.0,10582.82
288.95,11081.49
288.9,11874.47
288.85,12326.98
288.8,12912.29
288.75,13369.71
288.7,13837.4
288.65,13975.82
288.6,14208.36
288.55,14139.62
288.5,14164.14
288.45,14210.57
288.4,14004.64
288.35,14055.71
288.3,13549.9
288.25,13639.61
288.2,13182.15
288.15,12691.09
288.1,12601.39
288.05,12628.76
288.0,12365.7
287.95,12251.79
287.9,12103.41
287.85,12071.96
287.8,11936.05
287.75,11849.85
287.7,11859.23
287.65,12303.6
287.6,12205.68
287.55,12329.67
287.5,12359.57
287.45,12850.89
287.4,13348.17
287.35,13629.63
287.3,14427.11
287.25,14877.33
287.2,16070.63
287.15,16777.78
287.1,17428.86
287.05,19143.51
287.0,20325.74
286.95,21438.29
286.9,23097.7
286.85,25342.28
286.8,26662.81
286.75,28870.36
286.7,30972.88
286.65,32213.6
286.6,34191.03
286.55,35474.46
286.5,37613.06
286.45,38604.2
286.4,39744.1
286.35,40828.55
286.3,41192.78
286.25,41669.71
286.2,41853.7
286.15,41653.53
286.1,41235.48
286.05,41081.48
286.0,40410.73
285.95,39819.03
285.9,39731.68
285.85,39506.53
285.8,39053.47
285.75,39585.36
285.7,39621.07
285.65,40112.14
285.6,40584.28
285.55,41816.71
285.5,43127.4
285.45,45021.92
285.4,46621.92
285.35,48633.65
285.3,51433.91
285.25,54267.87
285.2,56757.73
285.15,59532.93
285.1,62963.94
285.05,65492.99
285.0,67899.49
284.95,70683.5
284.9,72887.52
284.85,74397.22
284.8,75094.55
284.75,76022.99
284.7,75696.54
284.65,75370.96
284.6,74884.83
284.55,73728.24
284.5,72358.3
284.45,70339.13
284.4,69393.18
284.35,67679.15
284.3,66161.59
284.25,64709.54
284.2,63563.59
284.15,62277.52
284.1,61157.55
284.05,60048.73
284.0,59621.15
283.95,59200.89
283.9,58418.55
283.85,57708.04
283.8,57613.54
283.75,57091.95
283.7,56683.97
283.65,56665.72
283.6,56362.02
283.55,56199.76
283.5,56178.89
283.45,55800.48
283.4,55895.8
283.35,56282.43
283.3,56252.37
283.25,55976.16
283.2,55606.79
283.15,55911.18
283.1,56021.85
283.05,56213.11
283.0,56008.38
282.95,56106.06
282.9,56144.01
282.85,55770.23
282.8,55725.57
282.75,55621.09
282.7,55483.81
282.65,55658.96
282.6,55709.02
282.55,55682.63
282.5,56067.82
282.45,56051.42
282.4,55931.44
282.35,55699.21
282.3,56614.91
282.25,56050.94
282.2,56082.15
282.15,56018.66
282.1,56142.56
282.05,55691.5
282.0,55895.66
