binding_energy_eV,intensity_cps
292.0,765.83
291.95,824.25
291.9,750.14
291.85,825.06
291.8,778.6
291.75,875.62
291.7,761.12
291.65,789.11
291.6,769.56
291.55,812.71
291.5,800.02
291.45,863.8
291.4,789.82
291.35,832.51
291.3,759.25
291.25,844.79
291.2,866.75
291.15,821.8
291.1,824.73
291.05,969.54
291.0,923.0
290.95,957.92
290.9,910.62
290.85,819.1
290.8,881.45
290.75,845.76
290.7,954.22
290.65,981.35
290.6,927.58
290.55,926.19
290.5,940.57
290.45,1025.26
290.4,990.82
290.35,949.52
290.3,1043.0
290.25,1002.35
290.2,1020.98
290.15,1125.74
290.1,1009.74
290.05,1120.1
290.0,1203.35
289.95,1270.55
289.9,1305.8
289.85,1454.66
289.8,1446.68
289.75,1582.55
289.7,1749.43
289.65,1824.41
289.6,1901.15
289.55,2050.58
289.5,2215.49
289.45,2475.78
289.4,2500.05
289.35,2750.93
289.3,2830.94
289.25,3130.48
289.2,3453.69
289.15,3655.21
289.1,3845.56
289.05,4181.23
289.0,4505.51
288.95,4519.77
288.9,4655.13
288.85,4924.42
288.8,5474.32
288.75,5258.89
288.7,5392.06
288.65,5429.94
288.6,5570.4
288.55,5711.49
288.5,5785.27
288.45,5590.32
288.4,5526.28
288.35,5393.97
288.3,5101.84
288.25,4935.36
288.2,4851.53
288.15,4672.27
288.1,4455.96
288.05,4400.55
288.0,4046.1
287.95,3877.11
287.9,3909.88
287.85,3542.17
287.8,3540.58
287.75,3418.52
287.7,3375.0
287.65,3476.28
287.6,3438.87
287.55,3195.67
287.5,3267.18
287.45,3365.09
287.4,3582.07
287.35,3546.8
287.3,3563.01
287.25,3792.86
287.2,4237.75
287.15,4483.52
287.1,4599.97
287.05,5036.31
287.0,5555.63
286.95,5918.99
286.9,6460.84
286.85,6923.86
286.8,7531.24
286.75,8362.06
286.7,9450.91
286.65,9720.05
286.6,10737.54
286.55,11544.47
286.5,12274.01
286.45,13262.71
286.4,13949.52
286.35,14666.5
286.3,15065.04
286.25,15880.09
286.2,16299.57
286.15,16555.28
286.1,17043.75
286.05,17358.41
286.0,17598.85
285.95,17714.24
285.9,17649.18
285.85,18538.12
285.8,18243.31
285.75,18779.24
285.7,19485.44
285.65,19924.91
285.6,20222.74
285.55,21337.49
285.5,22222.2
285.45,23337.8
285.4,24862.98
285.35,26138.61
285.3,27750.45
285.25,29092.8
285.2,30416.06
285.15,32272.26
285.1,33709.29
285.05,35086.53
285.0,37065.23
284.95,37844.86
284.9,39068.7
284.85,40111.85
284.8,40686.38
284.75,41150.15
284.7,41721.86
284.65,41183.89
284.6,41008.37
284.55,39157.75
284.5,38690.76
284.45,37557.6
284.4,35804.61
284.35,34162.44
284.3,32150.08
284.25,30796.36
284.2,28555.54
284.15,26699.59
284.1,25586.72
284.05,23671.16
284.0,21677.74
283.95,20345.38
283.9,18919.86
283.85,17763.76
283.8,16668.1
283.75,15285.46
283.7,14219.88
283.65,13581.33
283.6,12808.38
283.55,12186.48
283.5,11476.1
283.45,10827.45
283.4,10402.46
283.35,10015.14
283.3,9818.88
283.25,9084.54
283.2,9138.25
283.15,8766.52
283.1,8711.84
283.05,8780.36
283.0,8517.63
282.95,8371.24
282.9,8411.53
282.85,8327.19
282.8,8150.74
282.75,8185.5
282.7,7908.9
282.65,7967.15
282.6,7917.92
282.55,8023.87
282.5,7969.2
282.45,8017.13
282.4,7888.3
282.35,7780.36
282.3,7912.3
282.25,7855.2
282.2,7725.14
282.15,7641.97
282.1,8031.47
282.05,8014.21
282.0,7787.27
