binding_energy_eV,intensity_cps
292.0,641.3
291.95,594.15
291.9,636.19
291.85,647.77
291.8,634.11
291.75,679.98
291.7,645.14
291.65,639.6
291.6,699.35
291.55,621.07
291.5,719.38
291.45,727.13
291.4,766.79
291.35,760.32
291.3,772.18
291.25,681.18
291.2,764.77
291.15,761.13
291.1,674.36
291.05,754.92
291.0,744.56
290.95,773.45
290.9,810.02
290.85,766.18
290.8,768.96
290.75,855.95
290.7,814.85
290.65,886.41
290.6,852.01
290.55,875.32
290.5,964.72
290.45,957.9
290.4,1013.79
290.35,1057.03
290.3,1054.92
290.25,1109.55
290.2,1308.74
290.15,1318.64
290.1,1385.48
290.05,1585.02
290.0,1781.39
289.95,1986.77
289.9,2171.49
289.85,2417.26
289.8,2822.71
289.75,3106.75
289.7,3537.08
289.65,3987.64
289.6,4443.68
289.55,4994.58
289.5,5429.26
289.45,6177.81
289.4,6820.75
289.35,7578.74
289.3,8176.95
289.25,8968.44
289.2,9793.52
289.15,10391.42
289.1,11470.59
289.05,12009.49
289.0,12376.29
288.95,12762.49
288.9,13353.67
288.85,13983.46
288.8,13884.25
288.75,13871.46
288.7,14078.31
288.65,14183.87
288.6,13582.97
288.55,13155.81
288.5,12716.11
288.45,12079.28
288.4,11779.89
288.35,11108.03
288.3,10344.16
288.25,9426.92
288.2,9076.76
288.15,8267.71
288.1,7879.03
288.05,7232.0
288.0,6656.13
287.95,6260.35
287.9,5780.16
287.85,5420.2
287.8,4933.27
287.75,4782.58
287.7,4492.83
287.65,4503.3
287.6,4426.73
287.55,4328.67
287.5,4462.0
287.45,4529.53
287.4,4690.59
287.35,4743.32
287.3,5085.89
287.25,5401.4
287.2,5985.13
287.15,6406.93
287.1,7011.97
287.05,7656.66
287.0,8421.96
286.95,9168.75
286.9,9948.32
286.85,10730.18
286.8,11571.53
286.75,12526.54
286.7,13633.16
286.65,14614.66
286.6,15604.81
286.55,16509.59
286.5,17355.62
286.45,18434.28
286.4,19021.01
286.35,19726.82
286.3,20553.32
286.25,21145.4
286.2,21485.0
286.15,21856.88
286.1,21836.02
286.05,22059.89
286.0,22375.99
285.95,22179.92
285.9,21963.18
285.85,21977.87
285.8,22415.33
285.75,22396.08
285.7,22706.87
285.65,22861.73
285.6,23408.2
285.55,23800.81
285.5,24264.47
285.45,24737.51
285.4,25578.21
285.35,26669.37
285.3,27192.96
285.25,28598.12
285.2,29655.79
285.15,30506.39
285.1,31327.58
285.05,32461.21
285.0,33513.29
284.95,33543.27
284.9,34061.26
284.85,34444.36
284.8,34543.79
284.75,35220.53
284.7,34328.81
284.65,33599.84
284.6,32756.72
284.55,32066.48
284.5,31088.28
284.45,30547.42
284.4,28586.32
284.35,26927.33
284.3,26283.83
284.25,24859.4
284.2,23335.12
284.15,21777.54
284.1,20489.95
284.05,18808.76
284.0,17469.2
283.95,16342.66
283.9,15260.92
283.85,13880.72
283.8,13017.46
283.75,12157.4
283.7,11344.7
283.65,10578.97
283.6,9902.63
283.55,9183.0
283.5,8721.96
283.45,8423.71
283.4,8061.5
283.35,7483.37
283.3,7162.61
283.25,6946.2
283.2,6858.03
283.15,6629.7
283.1,6620.72
283.05,6302.16
283.0,6100.12
282.95,6013.9
282.9,5942.76
282.85,5868.26
282.8,5953.61
282.75,5632.39
282.7,5776.95
282.65,5774.62
282.6,5504.69
282.55,5733.94
282.5,5635.58
282.45,5597.33
282.4,5727.41
282.35,5720.72
282.3,5548.35
282.25,5399.0
282.2,5556.67
282.15,5638.35
282.1,5644.54
282.05,5487.97
282.0,5411.58
