binding_energy_eV,intensity_cps
292.0,681.8
291.95,737.73
291.9,698.52
291.85,692.65
291.8,704.58
291.75,725.77
291.7,782.09
291.65,726.6
291.6,741.57
291.55,794.39
291.5,821.49
291.45,768.55
291.4,810.37
291.35,765.82
291.3,803.62
291.25,833.64
291.2,854.15
291.15,827.11
291.1,900.57
291.05,865.99
291.0,904.12
290.95,916.91
290.9,981.94
290.85,959.47
290.8,1017.98
290.75,1036.07
290.7,1041.74
290.65,1045.94
290.6,1085.73
290.55,1165.78
290.5,1216.32
290.45,1180.0
290.4,1252.6
290.35,1359.48
290.3,1417.94
290.25,1468.68
290.2,1588.69
290.15,1707.82
290.1,1749.45
290.05,1939.19
290.0,2115.68
289.95,2291.7
289.9,2519.09
289.85,2763.48
289.8,3051.81
289.75,3299.93
289.7,3583.82
289.65,4000.75
289.6,4340.86
289.55,4820.14
289.5,5283.21
289.45,5716.8
289.4,6329.06
289.35,6806.51
289.3,7229.48
289.25,7989.28
289.2,8583.32
289.15,9217.1
289.1,9636.12
289.05,10180.43
289.0,10539.07
288.95,11033.49
288.9,11665.13
288.85,12098.69
288.8,12348.04
288.75,12312.2
288.7,12767.92
288.65,13068.03
288.6,13031.36
288.55,12815.11
288.5,12500.86
288.45,12259.99
288.4,12069.37
288.35,11618.22
288.3,11270.43
288.25,10785.54
288.2,10451.17
288.15,10090.71
288.1,9529.92
288.05,9318.0
288.0,8797.48
287.95,8519.04
287.9,8278.73
287.85,7800.22
287.8,7849.08
287.75,7867.41
287.7,7797.56
287.65,7739.66
287.6,8058.84
287.55,8101.59
287.5,8563.63
287.45,8950.77
287.4,9285.13
287.35,9787.65
287.3,10606.55
287.25,11241.73
287.2,12080.54
287.15,12679.06
287.1,13681.58
287.05,14470.04
287.0,15336.75
286.95,16415.33
286.9,17307.27
286.85,18018.43
286.8,19071.12
286.75,20021.31
286.7,20616.09
286.65,21254.86
286.6,21797.32
286.55,22175.44
286.5,22704.07
286.45,22895.32
286.4,23308.27
286.35,23290.98
286.3,23474.5
286.25,23322.3
286.2,23149.09
286.15,23223.35
286.1,23161.98
286.05,22918.89
286.0,22962.5
285.95,23169.12
285.9,23094.82
285.85,23273.09
285.8,23175.57
285.75,23670.28
285.7,24116.18
285.65,24444.87
285.6,24945.9
285.55,25751.34
285.5,26553.37
285.45,27015.52
285.4,28029.03
285.35,28692.79
285.3,29508.94
285.25,30593.59
285.2,30998.59
285.15,31689.32
285.1,32335.17
285.05,32471.64
285.0,32892.28
284.95,33250.0
284.9,33076.11
284.85,32992.34
284.8,32730.09
284.75,32227.72
284.7,31829.6
284.65,30728.4
284.6,29970.15
284.55,28752.97
284.5,27523.38
284.45,26736.73
284.4,25210.94
284.35,23949.49
284.3,22775.54
284.25,21299.18
284.2,20360.84
284.15,19012.81
284.1,17810.4
284.05,16801.87
284.0,15645.53
283.95,14713.05
283.9,13839.91
283.85,12909.73
283.8,12190.3
283.75,11427.42
283.7,10689.31
283.65,10223.55
283.6,9723.84
283.55,9167.0
283.5,8625.26
283.45,8181.35
283.4,7906.0
283.35,7751.28
283.3,7497.56
283.25,7036.06
283.2,6997.99
283.15,6761.77
283.1,6571.51
283.05,6491.54
283.0,6388.06
282.95,6335.77
282.9,6122.15
282.85,5949.1
282.8,5991.32
282.75,6017.71
282.7,5838.36
282.65,5922.96
282.6,5732.16
282.55,5766.98
282.5,5823.72
282.45,5673.09
282.4,5643.48
282.35,5523.94
282.3,5634.99
282.25,5601.12
282.2,5481.72
282.15,5511.75
282.1,5433.33
282.05,5502.31
282.0,5454.67
